ID_cliente,Fecha_contacto,Vendedor,Tipo_cliente,Segmento,Canal_principal,Cantidad_ovas_compradas,Monto_total_gastado,Frecuencia_compras,Ultima_compra,Dias_ultimo_contacto,Llamadas_recibidas,WhatsApp_recibidos,Emails_enviados,Reuniones_agendadas,Tiempo_respuesta_horas,Tasa_respuesta,Contactos_efectivos,Interes_compra,Satisfaccion,Probabilidad_retencion,Recomendaria,Cliente_interesado,Cliente_retenible
C003171,2025-04-28,VEND_027,Criadero,Mediano,WhatsApp,4702,564.24,2,2025-05-19,27,0,4,0,0,1.3,0.8,3,4,3,0.49,5,1,0
C003172,2024-11-18,VEND_004,Distribuidor,Pequeño,WhatsApp,1159,139.08,8,2025-04-02,188,2,7,0,0,0.8,0.63,6,3,3,0.65,7,1,0
C003173,2024-08-07,VEND_018,Criadero,Pequeño,Email,0,0.0,0,,291,2,2,2,0,12.8,0.46,3,2,1,0.29,1,0,0
C003174,2024-04-08,VEND_025,Exportador,Pequeño,WhatsApp,0,0.0,0,,412,1,4,1,0,0.5,0.6,4,2,1,0.09,5,0,0
C003175,2024-08-21,VEND_018,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,277,3,2,1,0,4.9,0.49,3,2,3,0.39,8,0,0
C003176,2024-08-21,VEND_013,Criadero,Mediano,WhatsApp,0,0.0,0,,277,0,8,0,0,5.3,0.5,4,2,3,0.36,5,0,0
C003177,2023-11-21,VEND_007,Restaurante Gourmet,Mediano,WhatsApp,0,0.0,0,,551,0,3,1,0,6.6,0.77,3,1,2,0.19,5,0,0
C003178,2025-02-13,VEND_018,Exportador,Mediano,Email,4679,561.48,3,2025-04-19,101,1,3,6,1,11.0,0.62,7,5,3,0.41,7,1,0
C003179,2024-06-19,VEND_024,Criadero,Mediano,WhatsApp,4195,503.4,4,2025-01-09,340,0,3,0,1,2.8,0.61,2,5,3,0.4,7,1,0
C003180,2024-08-12,VEND_015,Restaurante Gourmet,Mediano,WhatsApp,0,0.0,0,,286,1,6,1,0,4.2,0.23,2,2,2,0.29,1,0,0
C003181,2024-04-30,VEND_029,Restaurante Gourmet,Pequeño,Visita,1192,143.04,4,2025-01-02,390,3,0,0,0,10.6,0.63,2,3,4,0.57,8,1,0
C003182,2024-01-19,VEND_002,Criadero,Mediano,Teléfono,3033,363.96,5,2024-02-04,492,4,3,1,0,6.3,0.58,5,4,5,0.73,10,1,1
C003183,2025-03-19,VEND_005,Restaurante Gourmet,Mediano,WhatsApp,3542,425.04,8,2025-04-30,67,1,4,1,0,2.4,0.05,0,5,3,0.59,5,1,0
C003184,2024-11-25,VEND_025,Criadero,Mediano,WhatsApp,0,0.0,0,,181,2,7,0,0,1.5,0.28,3,2,1,0.13,4,0,0
C003185,2023-12-03,VEND_017,Criadero,Pequeño,Visita,0,0.0,0,,539,0,1,1,2,5.3,0.44,2,1,3,0.35,6,0,0
C003186,2023-06-13,VEND_021,Distribuidor,Pequeño,Email,1327,159.24,1,2024-10-23,712,1,0,3,1,11.5,0.1,1,4,3,0.48,4,1,0
C003187,2024-02-27,VEND_023,Criadero,Pequeño,Teléfono,1089,130.68,1,2024-08-14,453,2,1,2,0,5.2,0.75,4,4,4,0.47,7,1,0
C003188,2023-12-27,VEND_006,Restaurante Gourmet,Mediano,Email,0,0.0,0,,515,1,0,3,0,12.8,0.68,3,3,1,0.13,3,0,0
C003189,2024-09-15,VEND_021,Distribuidor,Grande,Email,0,0.0,0,,252,3,0,7,0,11.9,0.44,4,1,3,0.39,6,0,0
C003190,2023-12-10,VEND_013,Criadero,Pequeño,WhatsApp,1366,163.92,2,2024-02-20,532,0,3,2,0,0.5,0.58,3,4,3,0.4,7,1,0
C003191,2024-07-21,VEND_011,Restaurante Gourmet,Grande,WhatsApp,0,0.0,0,,308,0,2,2,1,3.2,0.23,1,1,1,0.15,0,0,0
C003192,2024-01-24,VEND_013,Distribuidor,Grande,Teléfono,0,0.0,0,,487,5,0,0,0,5.0,0.35,2,3,1,0.13,2,0,0
C003193,2025-02-05,VEND_017,Criadero,Grande,Teléfono,9829,1179.48,3,2025-05-12,109,5,1,2,0,5.8,0.53,4,3,3,0.46,5,1,0
C003194,2024-01-23,VEND_007,Distribuidor,Mediano,Teléfono,3397,407.64,4,2024-08-08,488,0,3,2,0,4.4,0.65,3,5,5,0.64,10,1,1
C003195,2025-01-22,VEND_007,Criadero,Mediano,WhatsApp,3491,418.92,4,2025-04-22,123,2,2,1,0,4.9,0.43,2,3,4,0.59,8,1,0
C003196,2025-01-30,VEND_008,Restaurante Gourmet,Pequeño,Teléfono,0,0.0,0,,115,4,0,1,0,3.8,0.59,3,3,1,0.09,2,0,0
C003197,2024-07-26,VEND_025,Distribuidor,Pequeño,Teléfono,0,0.0,0,,303,5,1,0,0,7.2,0.32,2,2,1,0.18,0,0,0
C003198,2023-08-17,VEND_030,Distribuidor,Mediano,Teléfono,3037,364.44,4,2023-12-01,647,5,1,2,0,7.5,0.81,6,5,5,0.71,10,1,1
C003199,2025-03-15,VEND_029,Criadero,Pequeño,Teléfono,1136,136.32,1,2025-04-01,71,1,1,1,0,8.9,0.82,2,3,4,0.46,7,1,0
C003200,2023-07-21,VEND_007,Criadero,Pequeño,Visita,1358,162.96,1,2024-04-23,674,2,0,0,3,5.2,0.1,0,3,3,0.34,7,0,0
C003201,2025-03-03,VEND_015,Criadero,Mediano,Visita,0,0.0,0,,83,1,0,1,2,5.4,0.34,1,1,1,0.11,2,0,0
C003202,2023-10-23,VEND_008,Criadero,Pequeño,Teléfono,1063,127.56,0,2025-01-03,580,2,3,1,0,4.8,0.28,2,5,5,0.64,6,1,1
C003203,2025-03-27,VEND_006,Criadero,Pequeño,Teléfono,1595,191.4,1,2025-05-14,59,2,0,2,0,7.4,0.73,3,5,3,0.43,5,1,0
C003204,2024-10-30,VEND_019,Criadero,Mediano,Visita,4236,508.32,5,2025-04-30,207,0,0,2,1,6.1,0.74,2,5,4,0.7,8,1,1
C003205,2025-05-20,VEND_016,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,5,1,7,1,0,3.1,0.48,4,1,2,0.26,3,0,0
C003206,2024-09-17,VEND_008,Exportador,Pequeño,WhatsApp,0,0.0,0,,250,1,2,0,0,4.1,0.45,1,3,3,0.42,5,0,0
C003207,2023-10-16,VEND_022,Distribuidor,Mediano,WhatsApp,0,0.0,0,,587,1,8,2,1,0.5,0.4,5,1,1,0.15,3,0,0
C003208,2023-08-11,VEND_004,Restaurante Gourmet,Grande,Email,9377,1125.24,6,2025-02-06,653,2,1,3,0,12.7,0.91,5,5,3,0.52,6,1,0
C003209,2024-04-25,VEND_013,Distribuidor,Pequeño,WhatsApp,1724,206.88,3,2025-01-30,395,1,4,1,0,6.8,0.73,4,4,5,0.74,10,1,1
C003210,2025-03-21,VEND_014,Distribuidor,Pequeño,Email,0,0.0,0,,65,0,3,6,0,13.1,0.21,2,2,3,0.37,6,0,0
C003211,2024-01-12,VEND_021,Distribuidor,Grande,Email,0,0.0,0,,499,1,2,5,0,10.8,0.64,5,3,1,0.19,5,0,0
C003212,2024-02-15,VEND_003,Criadero,Grande,WhatsApp,0,0.0,0,,465,0,2,1,0,3.5,0.57,2,1,2,0.25,4,0,0
C003213,2023-07-30,VEND_021,Criadero,Mediano,WhatsApp,0,0.0,0,,665,0,4,2,1,0.5,0.4,3,1,3,0.25,5,0,0
C003214,2024-08-13,VEND_017,Distribuidor,Pequeño,Teléfono,1503,180.36,1,2024-12-18,285,2,1,1,0,9.8,0.4,2,4,4,0.53,9,1,0
C003215,2023-08-10,VEND_001,Restaurante Gourmet,Pequeño,Email,1795,215.4,1,2025-02-22,654,0,0,4,0,11.3,0.39,2,3,4,0.54,6,0,0
C003216,2024-06-03,VEND_029,Restaurante Gourmet,Grande,Teléfono,0,0.0,0,,356,1,0,0,0,2.9,0.64,1,1,2,0.3,3,0,0
C003217,2025-01-08,VEND_001,Restaurante Gourmet,Pequeño,WhatsApp,0,0.0,0,,137,2,7,3,0,7.5,0.17,2,2,3,0.41,8,0,0
C003218,2024-11-20,VEND_027,Restaurante Gourmet,Pequeño,WhatsApp,1727,207.24,2,2025-02-18,186,1,4,2,0,1.9,0.51,4,3,5,0.76,10,1,1
C003219,2024-10-30,VEND_007,Exportador,Mediano,Visita,4345,521.4,3,2025-03-05,207,0,1,2,2,5.7,0.71,4,3,5,0.65,10,1,1
C003220,2024-01-18,VEND_020,Criadero,Pequeño,WhatsApp,0,0.0,0,,493,0,6,2,0,2.5,0.45,4,3,2,0.28,6,0,0
C003221,2024-01-05,VEND_005,Criadero,Grande,Visita,0,0.0,0,,506,2,2,0,1,6.8,0.51,3,1,3,0.35,4,0,0
C003222,2023-09-24,VEND_013,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,609,2,7,1,0,3.9,0.38,4,3,2,0.19,5,0,0
C003223,2023-12-06,VEND_028,Distribuidor,Grande,Teléfono,0,0.0,0,,536,3,1,1,1,6.0,0.61,4,3,3,0.3,6,0,0
C003224,2024-11-05,VEND_008,Distribuidor,Pequeño,Visita,1427,171.24,4,2025-04-05,201,2,0,1,2,5.5,0.79,4,3,3,0.39,7,1,0
C003225,2023-07-07,VEND_021,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,688,0,4,3,0,6.0,0.4,3,1,1,0.03,3,0,0
C003226,2024-04-25,VEND_003,Criadero,Mediano,WhatsApp,4445,533.4,7,2024-07-05,395,3,5,0,0,2.5,0.14,1,3,3,0.57,5,1,0
C003227,2023-05-31,VEND_005,Criadero,Pequeño,Email,1639,196.68,3,2024-12-25,725,2,0,3,0,8.7,0.29,1,3,4,0.59,8,0,0
C003228,2025-02-10,VEND_006,Criadero,Grande,Teléfono,6942,833.04,9,2025-02-19,104,4,0,1,1,6.6,0.44,3,4,3,0.65,5,1,0
C003229,2023-09-07,VEND_011,Criadero,Pequeño,Teléfono,0,0.0,0,,626,3,2,1,1,8.0,0.05,0,1,3,0.32,6,0,0
C003230,2023-07-14,VEND_011,Distribuidor,Grande,Email,0,0.0,0,,681,1,1,2,0,8.3,0.78,3,2,1,0.07,4,0,0
C003231,2023-12-29,VEND_028,Restaurante Gourmet,Pequeño,WhatsApp,0,0.0,0,,513,0,6,2,0,4.7,0.54,4,3,2,0.24,4,0,0
C003232,2024-05-29,VEND_020,Criadero,Pequeño,Email,0,0.0,0,,361,0,0,3,0,14.2,0.54,2,1,2,0.35,4,0,0
C003233,2024-11-16,VEND_010,Criadero,Mediano,Visita,0,0.0,0,,190,1,0,0,3,5.0,0.88,4,3,2,0.26,5,0,0
C003234,2023-07-06,VEND_018,Criadero,Mediano,WhatsApp,0,0.0,0,,689,0,6,2,0,6.0,0.3,2,1,2,0.29,6,0,0
C003235,2023-09-23,VEND_008,Restaurante Gourmet,Pequeño,Teléfono,1482,177.84,0,2025-03-14,610,3,1,1,0,8.9,0.17,1,3,5,0.56,10,0,0
C003236,2023-07-04,VEND_027,Restaurante Gourmet,Pequeño,Visita,1163,139.56,5,2024-09-21,691,2,0,3,4,4.2,0.43,4,3,5,0.75,8,1,1
C003237,2024-10-16,VEND_011,Criadero,Pequeño,Teléfono,1248,149.76,3,2025-05-07,221,6,0,1,0,3.1,0.38,3,4,3,0.45,7,1,0
C003238,2025-01-15,VEND_015,Distribuidor,Grande,WhatsApp,8269,992.28,4,2025-02-25,130,1,4,2,0,6.1,0.64,4,4,4,0.64,7,1,1
C003239,2024-11-25,VEND_009,Distribuidor,Pequeño,Teléfono,0,0.0,0,,181,5,1,1,1,7.8,0.6,5,2,3,0.38,7,0,0
C003240,2024-02-27,VEND_011,Criadero,Mediano,Teléfono,0,0.0,0,,453,2,0,1,0,8.1,0.62,2,3,3,0.29,6,0,0
C003241,2023-09-15,VEND_020,Distribuidor,Mediano,WhatsApp,0,0.0,0,,618,0,4,2,0,3.2,0.38,2,3,3,0.39,6,0,0
C003242,2023-08-14,VEND_016,Distribuidor,Pequeño,WhatsApp,1555,186.6,4,2024-06-13,650,0,1,0,1,4.0,0.05,0,4,5,0.76,7,1,1
C003243,2024-01-11,VEND_028,Criadero,Mediano,Teléfono,0,0.0,0,,500,1,1,1,1,7.9,0.64,3,2,2,0.23,4,0,0
C003244,2025-05-08,VEND_018,Criadero,Mediano,Teléfono,4899,587.88,3,2025-05-20,17,1,1,0,0,9.9,0.61,1,3,4,0.52,7,1,0
C003245,2025-03-13,VEND_014,Distribuidor,Mediano,Teléfono,0,0.0,0,,73,4,0,0,0,8.0,0.29,1,1,3,0.4,6,0,0
C003246,2024-12-29,VEND_002,Exportador,Mediano,WhatsApp,0,0.0,0,,147,0,5,1,0,1.7,0.62,4,3,2,0.27,2,0,0
C003247,2025-05-19,VEND_028,Restaurante Gourmet,Pequeño,Teléfono,1359,163.08,1,2025-05-22,6,4,1,1,0,6.0,0.3,2,3,3,0.38,7,0,0
C003248,2025-03-28,VEND_009,Criadero,Mediano,WhatsApp,0,0.0,0,,58,1,1,1,0,1.8,0.18,1,3,3,0.32,7,0,0
C003249,2023-11-04,VEND_030,Exportador,Mediano,Teléfono,0,0.0,0,,568,1,1,0,0,3.0,0.47,1,1,1,0.09,3,0,0
C003250,2024-08-18,VEND_030,Criadero,Pequeño,WhatsApp,1861,223.32,1,2024-10-02,280,0,3,3,2,5.7,0.25,2,5,5,0.63,10,1,1
C003251,2025-05-15,VEND_016,Distribuidor,Pequeño,Email,0,0.0,0,,10,0,0,6,1,12.3,0.51,4,3,3,0.37,5,0,0
C003252,2025-01-02,VEND_021,Exportador,Pequeño,Teléfono,0,0.0,0,,143,3,2,1,0,3.6,0.37,2,2,1,0.13,1,0,0
C003253,2023-10-28,VEND_011,Restaurante Gourmet,Pequeño,WhatsApp,0,0.0,0,,575,0,1,0,0,6.2,0.46,0,2,1,0.1,1,0,0
C003254,2024-07-19,VEND_017,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,310,2,3,0,0,3.3,0.79,4,3,2,0.23,5,0,0
C003255,2024-09-11,VEND_022,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,256,2,4,0,0,2.3,0.42,3,1,2,0.24,6,0,0
C003256,2025-04-13,VEND_015,Restaurante Gourmet,Mediano,WhatsApp,4186,502.32,0,2025-05-22,42,2,5,0,1,0.5,0.49,4,3,5,0.55,10,1,0
C003257,2023-12-21,VEND_001,Distribuidor,Mediano,Teléfono,0,0.0,0,,521,2,1,0,0,3.8,0.42,1,1,1,0.14,2,0,0
C003258,2023-08-14,VEND_014,Distribuidor,Mediano,Email,0,0.0,0,,650,0,0,3,0,9.0,0.91,3,1,1,0.09,1,0,0
C003259,2024-09-04,VEND_013,Distribuidor,Mediano,Teléfono,4264,511.68,4,2025-03-28,263,3,0,0,0,6.6,0.35,1,4,4,0.64,10,1,1
C003260,2024-05-07,VEND_020,Criadero,Mediano,Teléfono,0,0.0,0,,383,4,1,1,1,7.2,0.62,4,1,3,0.33,7,0,0
C003261,2023-08-06,VEND_001,Criadero,Pequeño,Teléfono,1087,130.44,3,2023-08-19,658,3,0,0,0,4.7,0.28,1,5,4,0.62,9,1,1
C003262,2024-04-05,VEND_015,Criadero,Pequeño,WhatsApp,1855,222.6,0,2024-11-04,415,1,3,0,0,6.6,0.41,2,4,4,0.46,8,1,0
C003263,2023-08-28,VEND_026,Criadero,Pequeño,WhatsApp,0,0.0,0,,636,0,3,1,0,4.3,0.76,3,1,2,0.2,4,0,0
C003264,2024-05-12,VEND_024,Distribuidor,Mediano,Teléfono,0,0.0,0,,378,1,1,1,0,4.5,0.7,2,2,1,0.18,2,0,0
C003265,2024-06-04,VEND_026,Criadero,Pequeño,WhatsApp,1572,188.64,5,2024-11-11,355,0,4,0,0,7.7,0.3,1,5,3,0.43,5,1,0
C003266,2024-10-12,VEND_028,Exportador,Mediano,WhatsApp,3683,441.96,5,2025-04-15,225,0,3,0,0,1.7,0.71,2,4,5,0.76,10,1,1
C003267,2025-05-07,VEND_019,Distribuidor,Mediano,WhatsApp,0,0.0,0,,18,0,2,2,0,3.8,0.39,2,1,1,0.17,0,0,0
C003268,2025-03-07,VEND_019,Criadero,Mediano,Email,3026,363.12,5,2025-04-21,79,1,1,2,1,11.5,0.39,2,4,4,0.69,9,1,1
C003269,2024-01-01,VEND_019,Criadero,Pequeño,Email,0,0.0,0,,510,1,2,4,2,12.4,0.63,6,2,1,0.16,4,0,0
C003270,2025-01-29,VEND_009,Distribuidor,Pequeño,Teléfono,1404,168.48,1,2025-05-04,116,2,2,1,0,8.2,0.24,1,5,4,0.46,8,1,0
C003271,2024-06-16,VEND_012,Exportador,Mediano,WhatsApp,3519,422.28,4,2025-03-17,343,0,5,1,0,0.5,0.42,3,4,5,0.72,10,1,1
C003272,2023-09-27,VEND_010,Criadero,Pequeño,Teléfono,0,0.0,0,,606,3,0,1,0,3.9,0.63,3,3,1,0.06,5,0,0
C003273,2024-03-01,VEND_010,Criadero,Pequeño,Visita,0,0.0,0,,450,2,1,1,5,5.4,0.38,3,2,1,0.07,2,0,0
C003274,2023-11-08,VEND_001,Criadero,Pequeño,Teléfono,1334,160.08,2,2024-05-09,564,6,2,0,0,5.0,0.8,6,3,4,0.56,8,1,0
C003275,2025-05-03,VEND_027,Restaurante Gourmet,Mediano,Visita,4637,556.44,3,2025-05-08,22,0,1,1,2,6.8,0.33,1,4,5,0.69,10,1,1
C003276,2025-02-24,VEND_016,Criadero,Mediano,WhatsApp,0,0.0,0,,90,2,3,1,0,6.3,0.35,2,1,2,0.22,4,0,0
C003277,2024-09-21,VEND_022,Criadero,Pequeño,Teléfono,1914,229.68,1,2024-10-25,246,1,2,0,1,4.4,0.54,2,3,3,0.46,7,1,0
C003278,2024-01-09,VEND_020,Criadero,Pequeño,Teléfono,0,0.0,0,,502,3,1,5,1,10.7,0.3,3,2,2,0.13,2,0,0
C003279,2024-04-16,VEND_024,Criadero,Pequeño,Visita,0,0.0,0,,404,3,0,0,0,4.7,0.47,1,2,1,0.04,0,0,0
C003280,2024-09-29,VEND_030,Criadero,Mediano,WhatsApp,4319,518.28,2,2025-04-28,238,3,6,0,1,1.8,0.43,4,3,4,0.64,4,1,1
C003281,2023-07-31,VEND_024,Criadero,Grande,WhatsApp,0,0.0,0,,664,0,2,0,0,5.0,0.22,0,1,2,0.21,6,0,0
C003282,2023-08-27,VEND_026,Criadero,Mediano,Teléfono,4644,557.28,3,2024-06-20,637,2,2,2,0,6.8,0.28,2,3,4,0.58,8,0,0
C003283,2023-10-22,VEND_021,Criadero,Pequeño,WhatsApp,1092,131.04,3,2024-05-16,581,2,7,1,1,2.3,0.24,3,5,3,0.41,7,1,0
C003284,2024-01-09,VEND_016,Criadero,Pequeño,Teléfono,0,0.0,0,,502,2,1,3,0,6.5,0.31,2,3,3,0.42,5,0,0
C003285,2024-09-05,VEND_020,Criadero,Pequeño,Teléfono,1147,137.64,2,2024-12-08,262,4,2,0,0,0.5,0.53,3,5,5,0.65,9,1,1
C003286,2025-04-06,VEND_004,Exportador,Pequeño,Teléfono,1109,133.08,4,2025-05-24,49,3,1,2,0,0.5,0.42,3,4,4,0.67,7,1,1
C003287,2023-05-27,VEND_003,Criadero,Pequeño,Teléfono,1068,128.16,2,2024-08-05,729,4,0,1,0,5.1,0.73,4,5,3,0.43,7,1,0
C003288,2024-08-05,VEND_020,Distribuidor,Pequeño,Email,1305,156.6,3,2025-04-27,293,1,1,6,1,10.1,0.24,2,4,4,0.61,8,1,1
C003289,2025-03-30,VEND_002,Criadero,Mediano,WhatsApp,0,0.0,0,,56,0,2,0,0,3.2,0.26,1,1,1,0.15,0,0,0
C003290,2024-12-27,VEND_001,Criadero,Pequeño,WhatsApp,0,0.0,0,,149,1,2,3,1,1.8,0.68,5,3,3,0.38,3,0,0
C003291,2024-04-29,VEND_015,Criadero,Mediano,Teléfono,3555,426.6,1,2025-02-22,391,4,1,0,0,4.0,0.28,1,5,5,0.64,10,1,1
C003292,2023-12-03,VEND_007,Restaurante Gourmet,Mediano,WhatsApp,4747,569.64,2,2024-06-26,539,0,3,1,0,6.2,0.35,1,5,5,0.67,9,1,1
C003293,2024-08-29,VEND_020,Criadero,Pequeño,Teléfono,0,0.0,0,,269,4,2,0,0,4.2,0.69,4,3,2,0.2,8,0,0
C003294,2023-11-12,VEND_004,Restaurante Gourmet,Pequeño,WhatsApp,0,0.0,0,,560,0,5,1,0,1.8,0.25,1,1,1,0.06,1,0,0
C003295,2023-10-28,VEND_003,Distribuidor,Pequeño,Email,0,0.0,0,,575,1,3,2,0,13.1,0.67,4,2,1,0.05,3,0,0
C003296,2024-08-20,VEND_014,Criadero,Pequeño,Visita,0,0.0,0,,278,1,1,0,2,5.9,0.33,1,1,1,0.1,2,0,0
C003297,2023-10-22,VEND_024,Restaurante Gourmet,Pequeño,Visita,0,0.0,0,,581,0,1,1,2,5.1,0.26,1,2,2,0.24,5,0,0
C003298,2024-03-01,VEND_008,Distribuidor,Pequeño,Teléfono,0,0.0,0,,450,2,0,0,0,5.3,0.26,1,1,2,0.26,4,0,0
C003299,2025-01-01,VEND_010,Restaurante Gourmet,Grande,Email,0,0.0,0,,144,0,0,4,0,14.2,0.74,3,1,1,0.06,3,0,0
C003300,2024-11-28,VEND_021,Restaurante Gourmet,Pequeño,Teléfono,0,0.0,0,,178,6,0,0,0,4.9,0.67,4,2,3,0.3,9,0,0
C003301,2024-03-30,VEND_015,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,421,0,1,4,0,4.0,0.36,2,1,2,0.29,8,0,0
C003302,2024-07-11,VEND_015,Restaurante Gourmet,Pequeño,WhatsApp,1100,132.0,0,2025-04-29,318,0,5,1,2,4.0,0.31,2,3,3,0.35,6,1,0
C003303,2023-10-22,VEND_009,Restaurante Gourmet,Mediano,Teléfono,0,0.0,0,,581,4,0,4,0,9.3,0.72,6,3,2,0.17,4,0,0
C003304,2024-04-26,VEND_017,Distribuidor,Pequeño,Teléfono,0,0.0,0,,394,1,1,0,0,6.4,0.08,0,2,1,0.12,2,0,0
C003305,2023-08-31,VEND_017,Distribuidor,Pequeño,WhatsApp,1419,170.28,1,2025-01-01,633,1,4,1,0,1.3,0.57,3,4,4,0.5,6,1,0
C003306,2024-07-18,VEND_008,Distribuidor,Mediano,Teléfono,4464,535.68,8,2024-08-26,311,3,1,1,0,5.4,0.8,4,5,3,0.58,7,1,0
C003307,2024-07-07,VEND_008,Criadero,Mediano,Teléfono,3561,427.32,2,2025-03-07,322,6,1,1,0,1.3,0.89,7,4,3,0.4,6,1,0
C003308,2025-04-05,VEND_012,Distribuidor,Pequeño,Email,1240,148.8,1,2025-05-01,50,0,2,6,1,13.8,0.15,1,3,5,0.59,10,0,0
C003309,2024-01-09,VEND_001,Criadero,Pequeño,Email,0,0.0,0,,502,2,2,3,0,11.7,0.46,3,2,2,0.18,3,0,0
C003310,2024-10-05,VEND_021,Restaurante Gourmet,Mediano,Visita,0,0.0,0,,232,0,2,1,1,6.5,0.35,1,3,2,0.15,3,0,0
C003311,2024-04-24,VEND_015,Criadero,Pequeño,Teléfono,1275,153.0,4,2024-10-16,396,5,2,1,1,7.2,0.33,3,5,5,0.75,8,1,1
C003312,2023-09-15,VEND_019,Distribuidor,Pequeño,WhatsApp,1107,132.84,0,2025-04-03,618,1,6,1,2,3.6,0.37,4,5,3,0.38,5,1,0
C003313,2023-10-25,VEND_024,Restaurante Gourmet,Grande,Teléfono,0,0.0,0,,578,2,0,0,0,4.5,0.88,2,3,2,0.26,3,0,0
C003314,2023-09-21,VEND_009,Criadero,Mediano,WhatsApp,0,0.0,0,,612,1,2,1,1,3.4,0.86,4,3,3,0.38,4,0,0
C003315,2024-03-19,VEND_015,Criadero,Grande,WhatsApp,6368,764.16,6,2024-07-21,432,2,3,4,0,0.6,0.68,6,4,4,0.6,10,1,0
C003316,2023-08-16,VEND_017,Criadero,Pequeño,Visita,1127,135.24,2,2024-06-30,648,0,3,1,3,8.2,0.5,3,5,5,0.67,10,1,1
C003317,2023-06-06,VEND_026,Criadero,Grande,Teléfono,0,0.0,0,,719,1,1,0,0,7.9,0.59,1,1,1,0.02,3,0,0
C003318,2023-11-02,VEND_028,Exportador,Pequeño,WhatsApp,0,0.0,0,,570,2,2,1,0,2.2,0.49,2,3,2,0.25,4,0,0
C003319,2025-01-06,VEND_004,Restaurante Gourmet,Pequeño,Teléfono,0,0.0,0,,139,4,1,1,0,4.2,0.63,4,2,2,0.26,3,0,0
C003320,2024-04-14,VEND_006,Restaurante Gourmet,Grande,Teléfono,9238,1108.56,5,2024-11-07,406,4,0,0,1,3.7,0.51,3,3,5,0.7,10,1,1
C003321,2025-04-20,VEND_024,Restaurante Gourmet,Pequeño,Visita,1957,234.84,3,2025-04-29,35,0,0,0,2,6.6,0.47,1,3,4,0.61,8,0,1
C003322,2024-08-07,VEND_009,Restaurante Gourmet,Mediano,Teléfono,0,0.0,0,,291,3,1,0,1,5.8,0.47,2,1,1,0.2,2,0,0
C003323,2024-10-27,VEND_021,Criadero,Pequeño,WhatsApp,1606,192.72,2,2024-11-11,210,2,5,0,0,6.7,0.12,1,3,4,0.53,10,0,0
C003324,2024-09-23,VEND_002,Distribuidor,Pequeño,Visita,0,0.0,0,,244,1,1,1,2,9.7,0.33,2,3,1,0.14,3,0,0
C003325,2023-10-20,VEND_013,Criadero,Pequeño,Teléfono,1042,125.04,1,2025-04-21,583,1,0,1,0,6.9,0.71,1,4,3,0.37,9,1,0
C003326,2024-11-28,VEND_012,Distribuidor,Mediano,Teléfono,0,0.0,0,,178,2,2,2,0,7.3,0.49,3,3,3,0.41,6,0,0
C003327,2025-01-30,VEND_009,Distribuidor,Pequeño,Visita,1359,163.08,3,2025-05-13,115,0,1,0,2,7.0,0.85,3,4,3,0.41,5,1,0
C003328,2023-10-28,VEND_015,Criadero,Pequeño,WhatsApp,1086,130.32,3,2024-10-14,575,0,1,0,0,4.1,0.16,0,5,3,0.42,6,1,0
C003329,2024-11-23,VEND_025,Criadero,Pequeño,WhatsApp,0,0.0,0,,183,1,3,1,0,2.1,0.46,2,1,1,0.14,2,0,0
C003330,2024-08-12,VEND_015,Distribuidor,Pequeño,WhatsApp,1122,134.64,1,2024-09-02,286,1,7,1,2,3.1,0.49,5,3,4,0.52,10,1,0
C003331,2025-03-16,VEND_005,Criadero,Pequeño,Email,1745,209.4,3,2025-04-08,70,2,2,4,0,13.2,0.4,3,4,5,0.67,8,1,1
C003332,2024-04-30,VEND_010,Restaurante Gourmet,Mediano,Visita,0,0.0,0,,390,0,0,0,3,1.8,0.39,1,3,1,0.19,4,0,0
C003333,2023-09-18,VEND_009,Criadero,Mediano,WhatsApp,0,0.0,0,,615,1,5,1,1,1.2,0.7,6,3,1,0.11,0,0,0
C003334,2023-06-28,VEND_013,Criadero,Pequeño,Email,0,0.0,0,,697,2,1,3,0,11.1,0.44,3,3,2,0.21,3,0,0
C003335,2023-06-08,VEND_028,Criadero,Grande,Visita,6120,734.4,7,2024-07-17,717,1,0,2,3,5.8,0.91,5,3,4,0.73,8,1,1
C003336,2023-10-03,VEND_023,Restaurante Gourmet,Pequeño,WhatsApp,1933,231.96,0,2025-01-08,600,1,4,0,0,2.9,0.7,4,3,4,0.34,8,1,0
C003337,2024-10-30,VEND_015,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,207,2,3,1,0,2.9,0.69,4,1,3,0.4,7,0,0
C003338,2024-03-21,VEND_015,Criadero,Pequeño,WhatsApp,0,0.0,0,,430,0,2,0,2,3.6,0.79,3,3,2,0.24,4,0,0
C003339,2024-10-04,VEND_010,Criadero,Pequeño,WhatsApp,1650,198.0,1,2024-10-11,233,1,5,2,0,6.5,0.55,4,4,5,0.57,10,1,0
